speaker,cg,generation,sampler,sampled_w_idx,selected_u,listener_belief,speaker_belief,location_pref,name,school/company,major,w_idx,cg_listener_prob,cg_speaker_prob
a,approx,5,weighted,2,They like being outdoors,0.06440078664818502,0.05635239040440269,indoor,Ina,University of New Orleans,Astronomy,3,0.15975290591945523,0.1803750792914372
b,approx,6,weighted,2,They study a science,0.2560948778251094,0.06157827987510015,outdoor,Nancy,University of New Orleans,German,0,0.15880074066182162,0.13922642007313155
b,approx,6,weighted,2,They study a science,0.036168981481481476,0.052609427609427606,indoor,Sally,University of New Orleans,German,1,0.09568513619439545,0.09568513619439545
b,approx,6,weighted,2,They study a science,0.6509083057028684,0.8214115058672872,outdoor,Katie,University of New Orleans,Astronomy,2,0.5853340474140469,0.6066815402876512
b,approx,6,weighted,2,They study a science,0.05682783499054062,0.06440078664818502,indoor,Ina,University of New Orleans,Astronomy,3,0.16018007572973605,0.15840690344482192
a,approx,7,weighted,2,They like being outdoors,0.05794825768980244,0.2560948778251094,outdoor,Nancy,University of New Orleans,German,0,0.12265504118816192,0.15524459528626652
a,approx,7,weighted,2,They like being outdoors,0.04384118967452301,0.036168981481481476,indoor,Sally,University of New Orleans,German,1,0.07973761349532953,0.07973761349532954
a,approx,7,weighted,2,They like being outdoors,0.8445432304288536,0.6509083057028684,outdoor,Katie,University of New Orleans,Astronomy,2,0.6656015924458236,0.6315343947769573
a,approx,7,weighted,2,They like being outdoors,0.05366732220682085,0.05682783499054062,indoor,Ina,University of New Orleans,Astronomy,3,0.13200575287068492,0.13348339644144672
b,approx,8,weighted,2,They like being outdoors,0.2429839007552918,0.05794825768980244,outdoor,Nancy,University of New Orleans,German,0,0.15894199863958938,0.11597859131265821
b,approx,8,weighted,2,They like being outdoors,0.030140817901234563,0.04384118967452301,indoor,Sally,University of New Orleans,German,1,0.06644801124610795,0.06644801124610795
b,approx,8,weighted,2,They like being outdoors,0.6795187521846897,0.8445432304288536,outdoor,Katie,University of New Orleans,Astronomy,2,0.6633738264130972,0.7075686033823299
b,approx,8,weighted,2,They like being outdoors,0.047356529158783855,0.05366732220682085,indoor,Ina,University of New Orleans,Astronomy,3,0.11123616370120559,0.11000479405890412
undefined
