You are coming to Northampton,Amherst,False,Noho,False,True,Jane,0,0,0.5,0,0
You are coming to Northampton,Amherst,True,Amherst,False,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Amherst,False,True,Sarah,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Amherst,True,False,Jane,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Noho,True,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Amherst,True,Amherst,False,False,Jane,0,0,0.5,0,0
You are coming to Northampton,Noho,True,Amherst,False,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Amherst,False,True,Jane,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Noho,False,True,Sarah,1,0,0.5,0,0
You are coming to Northampton,Amherst,False,Amherst,True,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Noho,False,Amherst,True,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Noho,False,Noho,True,False,Jane,0,0,0.5,0,0
You are coming to Northampton,Noho,True,Amherst,False,False,Jane,0,0,0.5,0,0
You are coming to Northampton,Noho,False,Noho,True,False,Sarah,0,0,0.5,0,0
You are coming to Northampton,Noho,False,Amherst,True,False,Jane,0,0,0.5,0,0
You are coming to Northampton,Amherst,False,Noho,True,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Noho,False,True,Sarah,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Noho,False,True,Jane,0,0,0.5,0,0
I am coming to Northampton,Amherst,True,Amherst,False,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Amherst,False,True,Sarah,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Amherst,True,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Noho,True,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Amherst,True,Amherst,False,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Noho,True,Amherst,False,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Amherst,False,True,Jane,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Noho,True,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Amherst,False,Amherst,True,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Noho,False,Amherst,True,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Noho,False,Noho,True,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Noho,False,Noho,True,False,Sarah,0,0,0.5,0,0
I am coming to Northampton,Noho,False,Amherst,True,False,Jane,0,0,0.5,0,0
I am coming to Northampton,Noho,True,Amherst,False,False,Jane,1,0,0.5,0,0
You are going to Northampton,Amherst,False,Noho,True,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Amherst,True,Amherst,False,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Amherst,True,Amherst,False,False,Jane,0,0,0.5,0,0
You are going to Northampton,Amherst,False,Amherst,True,False,Jane,0,0,0.5,0,0
You are going to Northampton,Amherst,False,Noho,False,True,Jane,0.25315355630952924,0,0.5,0,0
You are going to Northampton,Amherst,False,Amherst,False,True,Sarah,0.3073037444982534,0,0.5,0,0
You are going to Northampton,Noho,True,Amherst,False,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Amherst,False,Amherst,False,True,Jane,0.25315355630952924,0,0.5,0,0
You are going to Northampton,Amherst,False,Noho,False,True,Sarah,0.18638914288268815,0,0.5,0,0
You are going to Northampton,Amherst,False,Amherst,True,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Noho,False,Amherst,True,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Noho,False,Noho,True,False,Jane,0,0,0.5,0,0
You are going to Northampton,Noho,True,Amherst,False,False,Jane,0,0,0.5,0,0
You are going to Northampton,Noho,False,Noho,True,False,Sarah,0,0,0.5,0,0
You are going to Northampton,Noho,False,Amherst,True,False,Jane,0,0,0.5,0,0
You are going to Northampton,Amherst,False,Noho,True,False,Jane,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Noho,False,True,Sarah,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Noho,False,True,Jane,0,0,0.5,0,0
I am going to Northampton,Amherst,True,Amherst,False,False,Sarah,0.2963583046605197,0,0.5,0,0
I am going to Northampton,Amherst,False,Amherst,False,True,Sarah,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Amherst,True,False,Jane,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Noho,True,False,Sarah,0,0,0.5,0,0
I am going to Northampton,Amherst,True,Amherst,False,False,Jane,0.24413681938424905,0,0.5,0,0
I am going to Northampton,Noho,True,Amherst,False,False,Sarah,0.2963583046605197,0,0.5,0,0
I am going to Northampton,Amherst,False,Amherst,False,True,Jane,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Noho,True,False,Jane,0,0,0.5,0,0
I am going to Northampton,Amherst,False,Amherst,True,False,Sarah,0,0,0.5,0,0
I am going to Northampton,Noho,False,Amherst,True,False,Sarah,0,0,0.5,0,0
I am going to Northampton,Noho,False,Noho,True,False,Jane,0,0,0.5,0,0
I am going to Northampton,Noho,False,Noho,True,False,Sarah,0,0,0.5,0,0
I am going to Northampton,Noho,False,Amherst,True,False,Jane,0,0,0.5,0,0
I am going to Northampton,Noho,True,Amherst,False,False,Jane,0.16314657129471144,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Noho,False,True,Jane,0,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Amherst,False,True,Jane,0,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Amherst,False,True,Sarah,0,0,0.5,0,0
Eliza is going to Northampton,Amherst,True,Amherst,False,False,Sarah,0,0,0.5,0,0
Eliza is going to Northampton,Amherst,True,Amherst,False,False,Jane,0,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Amherst,True,False,Jane,0.13818146053984806,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Noho,True,False,Sarah,0.10173874058008162,0,0.5,0,0
Eliza is going to Northampton,Noho,False,Noho,True,False,Jane,0.0923409732314475,0,0.5,0,0
Eliza is going to Northampton,Noho,True,Amherst,False,False,Sarah,0,0,0.5,0,0
Eliza is going to Northampton,Noho,False,Noho,True,False,Sarah,0.10173874058008162,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Noho,True,False,Jane,0.13818146053984806,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Amherst,True,False,Sarah,0.16773882564862283,0,0.5,0,0
Eliza is going to Northampton,Noho,False,Amherst,True,False,Sarah,0.16773882564862283,0,0.5,0,0
Eliza is going to Northampton,Noho,True,Amherst,False,False,Jane,0,0,0.5,0,0
Eliza is going to Northampton,Noho,False,Amherst,True,False,Jane,0.0923409732314475,0,0.5,0,0
Eliza is going to Northampton,Amherst,False,Noho,False,True,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Noho,False,True,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Amherst,False,True,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,True,Amherst,False,False,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,False,Noho,True,False,Jane,0.2378944491878215,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Amherst,True,False,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Noho,True,False,Sarah,0.26210555081217846,0,0.5,0,0
Eliza is coming to Northampton,Amherst,True,Amherst,False,False,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,True,Amherst,False,False,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,False,Noho,True,False,Sarah,0.26210555081217846,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Noho,True,False,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Amherst,True,False,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,False,Amherst,True,False,Sarah,0,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Amherst,False,True,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,True,Amherst,False,False,Jane,0,0,0.5,0,0
Eliza is coming to Northampton,Noho,False,Amherst,True,False,Jane,0.2378944491878215,0,0.5,0,0
Eliza is coming to Northampton,Amherst,False,Noho,False,True,Sarah,0,0,0.5,0,0
